"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
1159;1019;636;2;61;"A";2;393;66;5;NA;NA;6;"JUBILADA                                        ";"COORDINADORA CEF                                ";5;1;3;6;NA;2;2;6;9;1;NA;NA;2;3;NA;5;6;NA;0;NA;NA;11;12;13;NA;3;4;4;4;4;3;NA;3;4;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1421;1225;344;1;52;"A";2;280;67;4;NA;NA;8;"REMIS                                           ";"ADM.GERENCIAL                                   ";15;0;3;6;1;3;3;9;6;NA;5;NA;NA;4;2;2;2;4;NA;NA;NA;7;NA;NA;0;4;5;5;4;4;0;5;4;4;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1653;1412;923;2;55;"A";2;148;62;5;NA;NA;6;"AMA DE CASA                                     ";"PROFESIONAL                                     ";9;1;2;6;1;2;2;6;6;7;3;NA;3;7;NA;3;NA;NA;NA;NA;7;NA;3;5;NA;5;5;NA;5;NA;5;5;NA;5;4;NA;4;4;1;1;1;4;4;3;1;1;3;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1254;1095;456;1;65;"E";13;7089;73;2;NA;71;6;"JUBILADO                                        ";"EMPLEADO                                        ";8;1;3;4;NA;3;3;6;6;2;2;7;NA;2;3;2;2;2;2;NA;NA;3;7;NA;4;0;4;4;4;4;4;0;4;4;4;4;NA;4;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;5;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4
2563;2120;238;1;65;"A";1;121;73;2;NA;70;4;"JUBILADO                                        ";"DOCENTE UNIV                                    ";7;0;NA;6;0;2;1;3;6;2;2;7;NA;7;1;1;1;1;1;NA;NA;1;7;NA;4;NA;4;4;3;3;3;NA;NA;4;3;3;3;3;3;1;1;1;1;1;3;9;3;2;NA;1;3;9;9;1;2;7;3;3;3;2;2;1;3;3;2;1;2;NA;3;2;NA;4
419;391;28;2;74;"D";11;477;NA;1;NA;NA;4;"JUBILADA                                        ";"CONTADORA                                       ";1;1;2;6;1;2;3;6;3;3;2;NA;NA;7;NA;NA;NA;NA;NA;NA;0;3;5;2;NA;NA;4;NA;NA;NA;NA;NA;3;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA
2029;1700;389;2;63;"D";10;365;73;6;1;NA;NA;"JUBILADA                                        ";"DOCENTE                                         ";10;1;1;6;1;1;1;3;3;1;NA;NA;NA;NA;7;7;NA;7;NA;NA;NA;3;NA;NA;NA;5;NA;5;NA;3;4;NA;4;5;3;3;4;4;3;9;9;1;3;4;4;9;4;3;9;9;9;9;2;1;2;10;4;3;4;9;2;3;4;3;9;1;4;3;3;3;3;4
1691;1443;658;2;60;"A";2;95;64;1;9;NA;4;"EMPLEADA                                        ";"                                                ";4;0;NA;6;1;2;1;6;3;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
817;736;91;2;60;"B";4;374;68;3;NA;73;6;"AMA DE CASA                                     ";"COMERCIO                                        ";7;1;3;1;NA;2;4;9;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;NA;5;4;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1554;1337;809;2;60;"B";4;33;63;2;NA;70;4;"JUBILADA                                        ";"ADMINISTRATIVA                                  ";2;1;2;4;NA;2;2;6;6;2;NA;7;10;8;8;NA;NA;NA;NA;NA;NA;10;4;NA;3;4;5;5;NA;NA;NA;NA;4;4;4;4;4;4;4;3;3;3;3;NA;4;2;3;3;NA;3;2;2;4;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2087;1747;368;2;50;"B";5;50028;53;1;NA;NA;4;"JUBILADA                                        ";"DOCENTE                                         ";3;1;1;5;NA;1;1;3;6;1;NA;NA;3;NA;NA;NA;NA;NA;1;NA;2;3;1;4;NA;4;NA;NA;NA;NA;NA;NA;4;4;4;4;3;3;3;2;2;3;NA;4;3;4;4;4;3;3;3;1;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1667;1423;409;1;65;"B";4;701;78;6;5;60;6;"JUBILADO                                        ";"EMPLEANO                                        ";19;1;3;6;NA;3;4;9;6;1;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;5;5;2;NA;NA;5;NA;5;NA;5;NA;NA;5;4;5;5;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1603;1373;457;2;50;"A";2;764;NA;3;NA;75;6;"JUBILADA                                        ";"SECRE EJECUTIVA                                 ";25;0;NA;4;NA;2;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;3;5;2;4;0;0;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;9;4;4;4;4;9;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1367;1186;836;2;65;"B";4;644;69;2;NA;NA;6;"DESOCUPADA                                      ";"DOCENTE                                         ";4;1;3;5;NA;2;2;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;5;4;NA;4;NA;NA;5;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;3;3;4;4;4;3;3;4;3;4;4;3;3;3;NA;3;3
2082;1742;218;2;65;"B";5;50031;77;6;18;NA;4;"JUBILADA                                        ";"PROF FACUL. LENG                                ";12;1;2;6;2;2;2;6;3;1;NA;NA;NA;NA;5;3;1;NA;NA;NA;NA;3;NA;5;NA;NA;4;4;3;NA;NA;NA;4;4;4;4;3;3;2;1;1;4;1;3;4;1;4;4;NA;NA;4;NA;4;NA;4;10;4;4;3;4;4;NA;4;4;3;NA;NA;3;3;3;3;4
887;797;589;2;64;"B";4;42;72;3;NA;72;4;"AMA DE CASA                                     ";"COMERCIO                                        ";8;0;2;4;2;2;2;6;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;NA;3;NA;NA;4;NA;4;5;5;4;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
573;522;467;2;58;"E";13;6054;70;5;NA;NA;2;"JUBILADA                                        ";"ARQUITECTA                                      ";13;1;3;6;2;2;2;6;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;3;4;2;NA;3;4;4;3;NA;4;NA;NA;NA;2;NA;4;NA;NA;3;NA;NA;NA;NA;NA;4;NA;NA;10;3;3;2;1;1;3;4;2;2;1;1;1;3;2;2;2
2679;2210;324;2;65;"A";2;962;68;2;NA;68;4;"AMA DE CASA                                     ";"PROF LENGUA                                     ";7;0;NA;6;1;1;1;6;3;2;NA;7;0;0;0;0;0;0;0;NA;NA;1;5;NA;5;2;5;5;5;5;2;NA;3;5;4;4;NA;4;4;1;1;3;4;4;4;4;4;4;4;4;NA;1;4;1;4;NA;3;3;3;4;3;2;4;4;4;3;3;3;4;2;3;3
983;883;311;2;51;"D";10;104;79;6;1;NA;6;"DOC JUBILADA                                    ";"VICEDIRECTORA                                   ";28;1;3;4;1;3;2;6;6;1;1;NA;1;7;7;7;1;1;NA;NA;NA;2;1;NA;0;4;0;5;5;5;0;0;4;NA;4;4;4;4;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;4;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
601;544;247;2;53;"B";4;709;73;6;37;NA;6;"JUB DOC                                         ";"VICE DIRECTORA                                  ";20;0;NA;4;NA;0;2;6;8;1;NA;NA;NA;3;NA;NA;6;NA;NA;NA;NA;7;7;NA;0;3;4;NA;3;0;0;3;4;4;3;3;3;4;4;3;4;NA;4;4;4;4;3;4;4;3;3;3;3;3;1;9;4;3;4;4;4;4;4;3;3;2;NA;NA;4;3;3;4
2667;2199;481;2;62;"A";1;69;82;6;20;NA;4;"JUBILADA DOCENTE                                ";"ASESORIA LETRADA                                ";18;1;2;4;2;2;1;3;3;1;1;NA;NA;2;2;2;2;0;NA;NA;NA;NA;NA;1;NA;NA;5;5;3;3;0;0;0;3;3;3;2;4;1;1;1;2;2;3;4;2;4;4;3;2;4;2;2;1;3;8;4;4;4;3;3;1;3;3;3;2;2;1;3;3;2;NA
1860;1574;357;2;57;"B";4;156;60;2;NA;62;6;"JUBILADA                                        ";"BIOQUIMICA                                      ";3;1;1;6;NA;1;2;6;3;5;NA;7;2;7;6;6;4;3;2;3;1;3;0;3;5;5;4;5;4;5;4;5;5;5;4;5;4;4;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;1;4;3;4;4;3;3;3;4;4;4;3;1;3;2;4;4;3;3
579;527;254;2;60;"B";4;753;NA;2;NA;72;6;"JUBILADO DOCENTE                                ";"VICEDIRECTORA DE                                ";10;1;4;6;NA;3;3;9;6;5;4;7;NA;7;7;7;5;5;NA;NA;NA;2;7;NA;5;NA;5;5;5;5;NA;NA;NA;5;5;NA;9;4;9;9;9;9;NA;NA;4;4;4;4;9;9;9;4;9;NA;9;4;9;9;9;9;4;4;9;9;9;9;9;9;9;9;9;9
775;701;57;2;53;"B";4;43;63;2;NA;65;4;"JUBILADA                                        ";"DOCENTE                                         ";10;0;NA;5;1;2;2;9;6;5;3;7;6;7;3;NA;NA;NA;NA;NA;NA;6;7;NA;4;3;3;3;NA;NA;NA;NA;NA;4;4;NA;2;4;4;1;1;3;2;4;2;1;1;3;3;3;2;1;4;1;4;4;3;NA;NA;NA;4;3;4;3;NA;NA;NA;NA;4;4;4;3
2497;2065;453;2;70;"A";1;73;76;6;2;NA;4;"AMA DE CASA                                     ";"PROF PIANO                                      ";6;0;NA;3;1;2;2;6;6;1;NA;NA;NA;5;NA;7;3;NA;NA;NA;NA;7;NA;NA;NA;NA;5;5;5;5;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;3;NA;NA;NA
919;824;184;2;60;"A";2;677;63;3;NA;66;6;"AMA DE CASA                                     ";"ADM                                             ";3;1;3;5;NA;3;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;5;5;3;4;3;0;5;4;4;4;4;4;3;2;2;4;4;3;4;3;4;3;3;2;3;1;3;1;2;10;4;3;3;3;2;3;4;4;3;2;3;3;4;3;3;3
1829;1551;700;2;56;"A";1;880;63;NA;85;NA;6;"JUBILADA                                        ";"PROFESORA                                       ";15;1;2;5;0;3;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;0;0;0;0;4;0;4;4;4;3;3;4;2;2;2;3;3;4;4;3;3;3;4;3;2;4;3;1;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4
310;293;65;2;62;"C";7;70284;67;2;NA;70;4;"AMA DE CASA                                     ";"DOCENTE                                         ";5;0;NA;4;1;3;3;3;6;2;1;7;NA;4;6;6;3;2;0;0;0;0;3;0;2;4;4;2;2;4;NA;NA;3;NA;4;3;NA;NA;NA;NA;4;NA;NA;4;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1660;1416;89;2;53;"A";1;94;61;2;NA;64;4;"                                                ";"DOCENT                                          ";8;0;NA;5;0;3;4;9;6;5;4;7;1;7;NA;NA;1;NA;1;NA;NA;1;NA;NA;4;4;4;0;4;0;3;0;4;4;3;3;NA;4;4;NA;NA;4;NA;NA;4;NA;4;NA;NA;NA;NA;NA;4;NA;NA;3;4;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;4;NA
2287;1903;866;1;66;"A";1;373;67;2;NA;64;6;"JUBILADO                                        ";"BANCARIO                                        ";1;1;1;5;3;NA;2;3;9;2;NA;7;NA;NA;NA;2;2;NA;2;NA;NA;NA;NA;NA;3;3;NA;2;NA;9;NA;NA;NA;NA;NA;4;4;4;4;3;4;4;4;3;4;3;4;4;9;3;3;3;4;9;3;2;3;3;4;3;3;4;4;4;3;2;3;3;3;3;4;4
498;457;224;2;50;"C";7;70303;NA;2;NA;70;4;"DOCENTE                                         ";"DOCENTE                                         ";19;1;3;6;NA;2;2;9;9;5;3;7;0;2;7;NA;NA;NA;NA;NA;NA;6;2;3;4;3;NA;NA;NA;NA;NA;NA;NA;4;3;3;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;2;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1889;1597;137;2;60;"A";2;32;63;2;NA;67;6;"AMA DE CASA                                     ";"EMPEADA                                         ";3;1;3;3;0;3;4;9;6;2;3;7;2;7;NA;1;1;NA;3;0;2;7;NA;NA;4;4;4;4;4;4;4;NA;4;5;5;4;NA;NA;NA;NA;NA;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;4;NA;4;NA;NA;NA
1232;1081;342;2;47;"B";4;670;56;2;NA;58;6;"INDEPENDIENTE                                   ";"DOCENTE                                         ";9;1;3;5;0;4;4;9;6;2;NA;7;7;7;2;NA;7;NA;NA;2;NA;NA;NA;NA;4;4;3;4;4;NA;NA;3;NA;4;4;4;3;4;3;1;2;2;2;4;4;NA;4;4;NA;NA;3;NA;4;NA;3;4;4;NA;3;3;3;3;4;4;3;NA;NA;NA;4;NA;NA;4
2074;1734;876;1;62;"A";1;372;69;2;NA;72;4;"JUBILADO                                        ";"EMP MUNIC                                       ";7;1;3;6;NA;2;2;6;6;2;3;7;NA;NA;7;NA;NA;NA;7;NA;NA;NA;7;NA;4;NA;NA;3;NA;4;0;0;3;0;3;3;2;3;3;3;1;3;2;3;3;3;3;3;3;3;3;2;3;1;3;4;3;3;2;3;4;2;4;3;3;2;3;2;3;3;3;3
2477;2050;336;1;62;"B";5;50093;65;2;NA;63;4;"JUBILADO                                        ";"EMPLEADO                                        ";3;0;NA;4;1;2;2;6;6;2;1;1;2;3;4;5;6;7;NA;NA;NA;11;NA;NA;4;4;4;3;3;3;NA;NA;NA;3;3;NA;4;4;4;NA;NA;NA;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1043;928;844;2;55;"A";2;847;NA;6;1;NA;6;"JUBILADA                                        ";"BANCARIA                                        ";8;1;3;6;1;3;3;9;6;3;2;0;2;0;3;3;0;0;5;0;0;3;2;NA;NA;5;NA;5;NA;NA;5;NA;5;5;5;5;4;4;4;NA;NA;4;NA;4;4;NA;4;NA;NA;NA;4;NA;NA;NA;NA;9;4;9;9;9;3;4;4;9;9;9;3;4;4;9;9;4
279;264;546;2;59;"D";10;93;70;6;10;NA;6;"JUB AMA DE CASA                                 ";"DOCENTE                                         ";11;1;3;5;2;2;2;9;6;3;2;0;0;0;2;3;0;1;1;0;0;6;5;0;NA;NA;NA;4;NA;3;4;NA;NA;NA;4;4;4;3;9;9;9;4;3;44;3;3;4;2;3;3;4;2;3;1;2;10;4;3;3;3;3;4;4;3;3;2;3;3;3;3;3;4
1189;1046;671;2;65;"A";2;37;73;6;19;NA;6;"AMA DE CASA                                     ";"                                                ";7;0;3;3;NA;2;2;6;6;1;NA;0;0;3;NA;3;1;0;0;0;0;2;2;0;5;5;5;0;5;0;4;0;3;5;4;3;2;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
72;72;188;1;65;"E";13;7118;75;2;NA;68;6;"JUBILADA                                        ";"TECNICA CONTROL DE CALIDAD                      ";10;1;3;4;0;2;2;6;6;2;2;7;0;NA;0;0;0;0;0;0;0;4;3;NA;5;NA;NA;5;NA;NA;4;NA;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2496;2064;901;1;65;"A";1;71;NA;2;NA;73;6;"JUBILADO                                        ";"MEDICO                                          ";11;0;NA;6;1;3;2;6;6;2;2;7;NA;7;NA;4;2;NA;NA;NA;NA;2;NA;NA;4;NA;4;NA;4;NA;NA;NA;4;4;4;4;4;4;NA;NA;4;4;NA;4;4;4;4;4;NA;NA;NA;4;NA;NA;NA;4;4;4;4;4;4;4;4;4;4;1;3;3;4;4;4;NA
1430;1232;410;2;60;"D";10;6;67;5;NA;NA;8;"JUBILADA                                        ";"EMP ADMINISTRATI                                ";7;1;3;4;0;3;4;9;6;3;2;NA;3;1;6;NA;NA;NA;NA;NA;NA;5;6;4;NA;4;4;4;4;4;4;NA;4;4;4;4;3;3;1;3;3;3;3;3;3;1;3;3;9;3;3;1;3;1;2;4;4;NA;4;4;3;3;NA;4;3;3;2;3;3;3;3;3
1199;1055;291;2;52;"A";2;882;65;6;32;NA;4;"JUBILADA                                        ";"PROFE EDU ESPECI                                ";13;1;4;5;1;3;4;9;9;3;2;NA;NA;1;1;1;1;1;NA;NA;1;3;1;NA;NA;NA;5;4;4;3;5;NA;5;4;4;4;4;4;NA;NA;NA;NA;4;4;4;NA;4;4;NA;4;NA;NA;4;NA;4;10;4;4;4;4;4;4;4;4;4;NA;4;4;4;4;4;4
561;514;252;2;55;"D";11;384;82;6;10;NA;6;"DISFRUTAR VIDA                                  ";"ABOGADA                                         ";27;1;4;6;0;3;3;9;9;1;NA;NA;2;4;5;NA;2;NA;NA;NA;NA;7;7;NA;NA;5;5;5;5;NA;NA;NA;NA;5;5;NA;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;9;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;NA
2340;1943;918;1;55;"A";1;226;76;2;NA;76;6;"PERIODISTA DEPOR                                ";"QUIMICO                                         ";21;1;4;6;1;3;3;6;9;2;2;7;2;3;4;7;2;2;NA;NA;NA;3;3;6;3;NA;4;3;NA;3;3;NA;2;NA;4;4;4;4;3;3;4;4;3;4;4;3;4;4;4;4;4;3;4;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
239;231;860;1;65;"D";10;177;69;5;NA;NA;6;"                                                ";"COMERCIANTE                                     ";4;0;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4
2421;2009;177;2;0;"A";1;875;62;2;NA;64;6;"AMA DE CAS                                      ";"AMA DE CASA                                     ";0;0;3;3;NA;3;4;9;9;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;5;5;5;5;3;3;3;3;3;4;4;4;2;2;4;4;4;4;4;4;3;3;2;4;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2005;1684;870;2;63;"E";13;6011;76;6;NA;NA;6;"JUBILADA                                        ";"                                                ";14;1;3;5;2;2;2;9;9;1;NA;NA;NA;2;2;NA;2;NA;2;NA;2;4;2;2;NA;4;5;NA;3;4;NA;NA;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;NA;3;3;NA;3;NA;4;NA;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3
2690;2218;288;2;60;"B";4;607;65;2;NA;71;6;"AMA DE CASA                                     ";"                                                ";5;1;2;2;1;2;2;6;6;5;4;7;0;NA;7;5;NA;5;0;NA;NA;2;4;NA;4;3;0;4;0;4;3;0;3;3;3;3;3;3;3;1;1;3;3;3;3;4;4;4;3;3;4;1;3;1;3;1;4;3;3;2;3;3;4;4;2;3;3;4;4;3;3;4
46;46;918;2;65;"E";13;7185;68;1;NA;NA;8;"JUBILADA                                        ";"PROFESORA UNIVERSITARIA                         ";3;0;NA;6;1;3;4;9;6;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;4;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;725;844;2;62;"B";4;221;NA;2;NA;71;NA;"JUBILADA                                        ";"                                                ";8;1;3;2;NA;4;3;6;6;2;NA;7;0;4;NA;NA;2;NA;NA;NA;1;NA;3;NA;5;5;4;5;4;5;5;4;0;5;5;4;3;3;NA;NA;NA;NA;NA;3;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;3;3;4;4;4;4;3;NA;NA;NA;NA;NA;NA;NA
455;423;608;2;57;"D";10;352;NA;2;NA;NA;8;"CUIDO NIETOS                                    ";"MEDICA                                          ";7;1;3;6;0;3;3;9;9;2;2;7;NA;NA;7;NA;1;NA;7;NA;NA;NA;NA;NA;5;NA;NA;4;NA;4;4;4;5;5;5;5;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2176;1821;900;1;65;"B";4;242;73;2;NA;67;6;"JUBILADO                                        ";"VENDEDOR                                        ";8;1;4;6;2;2;3;9;6;2;2;NA;NA;3;7;3;1;2;NA;NA;NA;NA;2;NA;5;NA;5;5;NA;5;NA;NA;NA;4;4;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1854;1570;282;1;59;"A";1;854;71;2;NA;63;4;"JUBILADO                                        ";"MUNICIPALIDAD                                   ";11;0;3;4;NA;3;3;6;6;NA;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;7;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
1060;940;918;2;62;"B";4;129;65;4;NA;NA;4;"JUBILADA                                        ";"AYUDANTE COCINA                                 ";NA;1;0;3;1;3;4;6;6;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;NA;3;NA;NA;4;NA;4;5;3;NA;2;4;4;NA;4;4;NA;4;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;4;4;NA;NA
731;662;218;2;51;"B";4;484;NA;6;8;NA;4;"                                                ";"DIRECTORA                                       ";32;1;2;4;2;1;2;6;9;1;NA;NA;2;6;0;7;3;NA;0;NA;3;4;2;7;0;3;5;5;4;0;5;0;4;4;3;4;1;3;2;1;1;1;2;3;3;3;3;3;2;3;3;3;3;1;3;NA;3;2;3;3;2;1;3;3;3;3;3;3;4;4;4;4
97;97;210;2;65;"E";13;6041;70;2;NA;70;6;"JUBILADA                                        ";"TRANSPORTISTA ESCOLAR                           ";5;1;2;6;NA;3;2;6;6;2;NA;NA;NA;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;3;0;4;4;0;4;0;0;0;5;4;NA;NA;4;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;3;4;NA;3;4;3;4;4;NA;NA;NA;3;3;4;4;4
1286;1122;388;2;65;"A";2;901;72;1;NA;NA;4;"JUBILADA                                        ";"ABOGADA                                         ";7;1;3;6;0;2;2;6;9;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;3;4;3;NA;NA;2;NA;NA;NA;NA;3;NA;4;4;3;3;9;3;9;9;9;9;9;9;9;9;3;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;3;9;9;9;9;9;9;9;9;9
